MN	46.3943	-94.6043
OH	40.221	-82.5963
KS	38.4204	-98.1156
TX	31.3897	-98.7857
IA	41.9358	-93.3714
MO	38.3347	-92.5137
IL	40.0495	-89.3776
NC	35.4195	-78.4686
WI	44.5937	-89.9941
TN	35.6767	-86.456
CO	38.6777	-105.513
OK	35.5053	-97.1239
IN	40.0495	-86.0808
